caption,name,vendor,
R220 Manager,R220 Manager,Quanta Computer Inc.,
HP ProLiant iLO 3/4 Channel Interface Driver,HP ProLiant iLO 3/4 Channel Interface Driver,Hewlett-Packard Company,
Wincor Nixdorf JavaPOS Common 1.7.11-8.3,Wincor Nixdorf JavaPOS Common 1.7.11-8.3,,
REALTEK GbE & FE Ethernet PCI-E NIC Driver,REALTEK GbE & FE Ethernet PCI-E NIC Driver,Realtek,
Mobile Broadband HL Service,Mobile Broadband HL Service,"Huawei Technologies Co.,Ltd",
ACR1222 PC/SC Driver 1.0.0.4,ACR1222 PC/SC Driver 1.0.0.4,Advanced Card Systems Ltd.,
SIMATIC S7-PLCSIM,SIMATIC S7-PLCSIM,Siemens AG,
SIMATIC S7-Block Privacy V1.0 + SP4 Professional 2017,SIMATIC S7-Block Privacy V1.0 + SP4 Professional 2017,Siemens AG,
SIMATIC  STEP 7 V5.6 + HF1,SIMATIC  STEP 7 V5.6 + HF1,Siemens AG,
RHEV-USB Client 3.0.8,RHEV-USB Client 3.0.8,Red Hat Inc.,
Dell SupportAssist,Dell SupportAssist,Dell Inc.,
Nessus Agent (x64),Nessus Agent (x64),"Tenable, Inc.",
GP-Pro EX 4.08,GP-Pro EX 4.08,Schneider Electric Japan Holdings Ltd.,
Driver Update,Driver Update,Matrox,
MSDN Library pour Visual Studio 6.0 (Français),MSDN Library pour Visual Studio 6.0 (Français),,
OCS Inventory Agent 4.0.6.1,OCS Inventory Agent 4.0.6.1,OCS Inventory NG Team,
MZ-Tools 3.0 pour VB 6.0,MZ-Tools 3.0 pour VB 6.0,MZTools Software,
Agilent LXI Mdns Responder,Agilent LXI Mdns Responder,Agilent Technologies,
VISA Shared Components,VISA Shared Components,IVI Foundation Inc.,
NI-RoCo 17.5 (64-bit),NI-RoCo 17.5 (64-bit),National Instruments,
NI USI 15.0.2 64-bit,NI USI 15.0.2 64-bit,National Instruments,
NI-488.2 64-bit Utilities 17.0,NI-488.2 64-bit Utilities 17.0,National Instruments,
NI Assistant Framework 64-bit LabVIEW 2014 Support,NI Assistant Framework 64-bit LabVIEW 2014 Support,National Instruments,
NI-PCI Bridge Driver 17.5 64-bit,NI-PCI Bridge Driver 17.5 64-bit,National Instruments,
NI PXI Platform Software Error Files 17.0 64-bit,NI PXI Platform Software Error Files 17.0 64-bit,National Instruments,
NI-488.2 64-bit 17.0,NI-488.2 64-bit 17.0,National Instruments,
NI Physical Interface Extension Installer for 64-bit 17.0.0,NI Physical Interface Extension Installer for 64-bit 17.0.0,National Instruments,
NI-DAQmx Documentation (64-bit) 17.0.0,NI-DAQmx Documentation (64-bit) 17.0.0,National Instruments,
NI-VISA Enet Serial Passport (64-Bit) 17.5.0 64-Bit,NI-VISA Enet Serial Passport (64-Bit) 17.5.0 64-Bit,National Instruments,
NI TestStand Version Selector (64-bit),NI TestStand Version Selector (64-bit),National Instruments,
NI Web Application Server 2017 (64-bit),NI Web Application Server 2017 (64-bit),National Instruments,
NI VC2008RTE x64,NI VC2008RTE x64,National Instruments,
FlashPro Virtual COM Port driver v1.86.0.0,FlashPro Virtual COM Port driver v1.86.0.0,Renesas Electronics Corporation,
FT_Prog,FT_Prog,Future Technology Devices International Ltd.,
TerminalD3E,TerminalD3E,,
NI LabVIEW 2015 Real-Time Error Dialog,NI LabVIEW 2015 Real-Time Error Dialog,National Instruments,
NI Registration Wizard,NI Registration Wizard,National Instruments,
NI LabVIEW Broker,NI LabVIEW Broker,National Instruments,
NI AFW UI Assemblies,NI AFW UI Assemblies,National Instruments,
NI VC2010RTE x86,NI VC2010RTE x86,National Instruments,
Dotfuscator and Analytics Community Edition 5.22.0,Dotfuscator and Analytics Community Edition 5.22.0,PreEmptive Solutions,
NI-RIO USBLAN 17.0,NI-RIO USBLAN 17.0,National Instruments,
NI Authentication 2017,NI Authentication 2017,National Instruments,
NI-VISA Runtime 17.5.0,NI-VISA Runtime 17.5.0,National Instruments,
NI Remote PXI Provider for MAX 17.5.0,NI Remote PXI Provider for MAX 17.5.0,National Instruments,
NI VISA.NET Shared Components Wrapper Core,NI VISA.NET Shared Components Wrapper Core,National Instruments,
Module linguistique de Dotfuscator and Analytics Community Edition 5.22.0 fr-FR,Module linguistique de Dotfuscator and Analytics Community Edition 5.22.0 fr-FR,PreEmptive Solutions,
NI Instrument I/O Assistant,NI Instrument I/O Assistant,National Instruments,
NI-VISA Documentation 17.5.0,NI-VISA Documentation 17.5.0,National Instruments,
NI TestStand Licenses 2016 SP1,NI TestStand Licenses 2016 SP1,National Instruments,
NI-PAL 17.5,NI-PAL 17.5,National Instruments,
NI System Configuration Runtime 17.5.0,NI System Configuration Runtime 17.5.0,National Instruments,
Support des langues autres que l'anglais pour le moteur d'exécution de NI LabVIEW 2016.,Support des langues autres que l'anglais pour le moteur d'exécution de NI LabVIEW 2016.,National Instruments,
NI Assistant Framework LabVIEW 2017 Support,NI Assistant Framework LabVIEW 2017 Support,National Instruments,
Service de mise à jour NI 17.0.1,Service de mise à jour NI 17.0.1,National Instruments,
NI-Cabled PCIe 17.3,NI-Cabled PCIe 17.3,National Instruments,
NI-MDBG 17.0.0f0,NI-MDBG 17.0.0f0,National Instruments,
NI-RPC 17.0.0f0,NI-RPC 17.0.0f0,National Instruments,
NI RTSI PAL Device Library Installer 17.0.0,NI RTSI PAL Device Library Installer 17.0.0,National Instruments,
NI Launcher,NI Launcher,National Instruments,
NI System Monitor 17.5.1,NI System Monitor 17.5.1,National Instruments,
TIA Administrator - AWB Software Management  V1.0 + SP4,TIA Administrator - AWB Software Management  V1.0 + SP4,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - STEP 7 Single SetupPackage  V17.0,Siemens Totally Integrated Automation Portal V17 - STEP 7 Single SetupPackage  V17.0,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 04  V17.0,Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 04  V17.0,Siemens AG,
SIMATIC ProSave,SIMATIC ProSave,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - Simatic Single SetupPackage 32 Bit  V17.0,Siemens Totally Integrated Automation Portal V17 - Simatic Single SetupPackage 32 Bit  V17.0,Siemens AG,
Drive Composer pro for Automation Builder,Drive Composer pro for Automation Builder,ABB,
FactoryTalk Services Platform 2.30 (CPR 9 SR 3),FactoryTalk Services Platform 2.30 (CPR 9 SR 3),"Rockwell Automation, Inc.",
Guardmaster 440C Safety Relay,Guardmaster 440C Safety Relay,"Rockwell Automation, Inc.",
TIA Administrator - TIA UMC Agent Configurator Module  V1.0 + SP4,TIA Administrator - TIA UMC Agent Configurator Module  V1.0 + SP4,Siemens AG,
SIMATIC Device Drivers WoW,SIMATIC Device Drivers WoW,Siemens AG,
SeCon,SeCon,Siemens AG,
TIA Administrator -  TIA Administrator  V1.0 SP4,TIA Administrator -  TIA Administrator  V1.0 SP4,Siemens AG,
OwlOPC_BLUE_Interface,OwlOPC_BLUE_Interface,OwlOPC,
TIA Portal Project Server V17 -  TIA Portal Project Server Single SetupPackage  V17.0,TIA Portal Project Server V17 -  TIA Portal Project Server Single SetupPackage  V17.0,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - Support Base Package TO-01  V17.0,Siemens Totally Integrated Automation Portal V17 - Support Base Package TO-01  V17.0,Siemens AG,
OwlRemViewServer,OwlRemViewServer,OwlCTI,
OTfuse Console,OTfuse Console,Bayshore Networks,
Endpoint Manager Communication Client,Endpoint Manager Communication Client,ITarian LLC,
Colasoft Packet Player 2.0,Colasoft Packet Player 2.0,Colasoft,
EShare Audio Card 1.0.0,EShare Audio Card 1.0.0,EShare,
KeePass Password Safe 2.49,KeePass Password Safe 2.49,Dominik Reichl,
Sophos Management Communications System,Sophos Management Communications System,Sophos Limited,
Sophos Endpoint Agent,Sophos Endpoint Agent,Sophos Limited,
AutoUpdate,AutoUpdate,Sophos Limited,
openPDC,openPDC,Grid Protection Alliance,
TextPad 8.5,TextPad 8.5,Helios,
AcSELerator RTAC,AcSELerator RTAC,"Schweitzer Engineering Laboratories, Inc.",
AcSELerator Diagram Builder,AcSELerator Diagram Builder,"Schweitzer Engineering Laboratories, Inc.",
TortoiseSVN 1.14.3.29387 (64 bit),TortoiseSVN 1.14.3.29387 (64 bit),TortoiseSVN,
FileZilla Client 3.56.2,FileZilla Client 3.56.2,Tim Kosse,
Ignition,Ignition,Inductive Automation,
ProgramFiles_x86,ProgramFiles_x86,Schneider Electric,
LoggerNet 4.5,LoggerNet 4.5,Campbell Scientific,
FactoryTalk Policy Manager Install Utility 6.20.00,FactoryTalk Policy Manager Install Utility 6.20.00,"Rockwell Automation, Inc.",
TeraPad,TeraPad,,
Pylon Qt Prerequisites x64,Pylon Qt Prerequisites x64,Basler,
GenTL Producer GigE x64,GenTL Producer GigE x64,Basler,
火绒安全软件,火绒安全软件,北京火绒网络科技有限公司,
ComponentOne Studio for MVC,ComponentOne Studio for MVC,"GrapeCity, Inc.",
CX-Server RT,CX-Server RT,OMRON公司,
CX-Server Version Upgrade Software 2021.01_0401,CX-Server Version Upgrade Software 2021.01_0401,公司名称,
ProfinetDTM Version Upgrade Software 2021.01_0401,ProfinetDTM Version Upgrade Software 2021.01_0401,OMRON,
SPiiPlusNT Suite 2.28,SPiiPlusNT Suite 2.28,ACS Motion Control,
Sentinel HASP Run-time,Sentinel HASP Run-time,SafeNet Inc.,
ESP,ESP,Microscan,
AMD Software,AMD Software,"Advanced Micro Devices, Inc.",
得力打印机助手,得力打印机助手,Deli Group,
Visual C++ 6.0（完整绿色版）Build 2010_05_21,Visual C++ 6.0（完整绿色版）Build 2010_05_21,二级C语言加油站,
屏幕录像专家 LXE播放器 V2012 Build0318,屏幕录像专家 LXE播放器 V2012 Build0318,天狼星,
Miscellaneous Documents x64,Miscellaneous Documents x64,Basler,
Redist Drivers,Redist Drivers,Basler,
Cognex x64 Drivers 5.10,Cognex x64 Drivers 5.10,Cognex Corporation,
Renesas Electronics USB 3.0 Host Controller Driver,Renesas Electronics USB 3.0 Host Controller Driver,Renesas Electronics Corporation,
Win10_x64,Win10_x64,ASPEED Technology Inc.,
Product Documentation x64,Product Documentation x64,Basler,
Teledyne DALSA GenICam 3.02,Teledyne DALSA GenICam 3.02,Teledyne DALSA,
pylon 5 Camera Software Suite 5.0.12.11830,pylon 5 Camera Software Suite 5.0.12.11830,Basler,
OpenEdge 10.2B,OpenEdge 10.2B,PSC,
EASYRIDER,EASYRIDER,Parker Hannifin,
SysMod,SysMod,,
SysTSTEP,SysTSTEP,,
NI LabVIEW Run-Time Engine 7.0,NI LabVIEW Run-Time Engine 7.0,National Instruments,
NI-DAQmx support for LabVIEW,NI-DAQmx support for LabVIEW,National Instruments,
NI LabVIEW Run-Time Engine 8.0.1,NI LabVIEW Run-Time Engine 8.0.1,National Instruments,
LQV2006,LQV2006,KOSTAL,
NI Assistant Framework LabVIEW Code Generator 6.1,NI Assistant Framework LabVIEW Code Generator 6.1,National Instruments,
NI Assistant Framework LabVIEW Code Generator 8.2,NI Assistant Framework LabVIEW Code Generator 8.2,National Instruments,
TextPad 4.7,TextPad 4.7,Ihr Firmenname,
NI-MDBG 1.7.0f0,NI-MDBG 1.7.0f0,National Instruments,
AMOS Business Suite 8.6.11,AMOS Business Suite 8.6.11,SPECTEC,
Acronis True Image Echo Server,Acronis True Image Echo Server,Acronis,
"SQL Anywhere Studio 9, Documentation","SQL Anywhere Studio 9, Documentation","iAnywhere Solutions, Inc.",
SCCMPatchNotificationSetup,SCCMPatchNotificationSetup,Keysight Technologies,
Agilent VEE Pro 9.2,Agilent VEE Pro 9.2,Agilent Technologies,
Agilent VEE Pro,Agilent VEE Pro,Agilent Technologies,
NI MXS 4.6.0f0 for LabVIEW Real-Time,NI MXS 4.6.0f0 for LabVIEW Real-Time,National Instruments,
ActivePerl Build 629,ActivePerl Build 629,ActiveState,
NI System API RT,NI System API RT,National Instruments,
NI-488.2 2.7.1,NI-488.2 2.7.1,National Instruments,
NI EULA Depot,NI EULA Depot,National Instruments,
MiniTool Partition Wizard Free 11,MiniTool Partition Wizard Free 11,MiniTool Software Limited,
Agilent VEE Pro 9.3,Agilent VEE Pro 9.3,Agilent Technologies,
KS MSOFFICETEMPLATES V11.2.0,KS MSOFFICETEMPLATES V11.2.0,,
Sax Basic Engine 6,Sax Basic Engine 6,,
EZchart,EZchart,Keysight Technologies,
PTC MKS Toolkit 9.6 for MKS Integrity,PTC MKS Toolkit 9.6 for MKS Integrity,PTC Inc.,
NI TestStand 2016 SP1 (32-bit),NI TestStand 2016 SP1 (32-bit),National Instruments,
NI Device Monitor 17.0,NI Device Monitor 17.0,National Instruments,
NI Measurement Studio Recipe Processor,NI Measurement Studio Recipe Processor,National Instruments,
NI TestStand Version Selector,NI TestStand Version Selector,National Instruments,
NBFifo NI LabVIEW Real-Time 2015,NBFifo NI LabVIEW Real-Time 2015,National Instruments,
NI-VISA .NET Runtime 17.5.0,NI-VISA .NET Runtime 17.5.0,National Instruments,
NI PXI Platform Services Store Item 17.5.1,NI PXI Platform Services Store Item 17.5.1,National Instruments,
NI-ORB 17.0,NI-ORB 17.0,National Instruments,
NI MXI Manager 17.5,NI MXI Manager 17.5,National Instruments,
NI Xerces Delay Load 2.7.9,NI Xerces Delay Load 2.7.9,National Instruments,
NI Measurement Studio UI Runtime 2015 for .NET Framework 4.5,NI Measurement Studio UI Runtime 2015 for .NET Framework 4.5,National Instruments,
NI TDM Excel Add-In 17.0,NI TDM Excel Add-In 17.0,National Instruments,
NI MAX Remote Configuration Installer 17.5,NI MAX Remote Configuration Installer 17.5,National Instruments,
NI-DAQmx and NI-DAQ Common Documents 17.0.0,NI-DAQmx and NI-DAQ Common Documents 17.0.0,National Instruments,
NI LabVIEW 2014 SP1 f11 - Moteur d'exécution,NI LabVIEW 2014 SP1 f11 - Moteur d'exécution,National Instruments,
NI Remote Provider for MAX 17.5.0,NI Remote Provider for MAX 17.5.0,National Instruments,
NI-VISA Remote Passport 17.5.0,NI-VISA Remote Passport 17.5.0,National Instruments,
NI-DAQmx SCXI 16.1.0,NI-DAQmx SCXI 16.1.0,National Instruments,
NI-MXDF 17.5.0f0,NI-MXDF 17.5.0f0,National Instruments,
NI System Web Server 2017,NI System Web Server 2017,National Instruments,
NI TestStand File Diff/Merge Application Launcher,NI TestStand File Diff/Merge Application Launcher,National Instruments,
Siemens Totally Integrated Automation Portal V17 - WinCC Transfer Mandatory Single SetupPackage  V17.0,Siemens Totally Integrated Automation Portal V17 - WinCC Transfer Mandatory Single SetupPackage  V17.0,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - Support Base Package TO-02  V17.0,Siemens Totally Integrated Automation Portal V17 - Support Base Package TO-02  V17.0,Siemens AG,
ABB Mint WorkBench,ABB Mint WorkBench,ABB,
Siemens Totally Integrated Automation Portal V17 - Openness SetupPackage  V17.0,Siemens Totally Integrated Automation Portal V17 - Openness SetupPackage  V17.0,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - WinCC Single SetupPackage  V17.0,Siemens Totally Integrated Automation Portal V17 - WinCC Single SetupPackage  V17.0,Siemens AG,
User Management Component - umtrayiconx64  V2.9 + SP3,User Management Component - umtrayiconx64  V2.9 + SP3,Siemens AG,
TelemetryConnector,TelemetryConnector,Siemens AG,
OPC Core Components Redistributable (x64) 3.0.108.41,OPC Core Components Redistributable (x64) 3.0.108.41,OPC Foundation,
UltraViewer version 6.5.31,UltraViewer version 6.5.31,DucFabulous,
TeamViewer,TeamViewer,TeamViewer,
OwlSvcRedServer,OwlSvcRedServer,OwlOPC,
Yubico Authenticator,Yubico Authenticator,Yubico AB,
InstaShare_BENQ 2.0.0.22,InstaShare_BENQ 2.0.0.22,BenQ,
Sophos ML Engine,Sophos ML Engine,Sophos Limited,
Sophos AMSI Protection,Sophos AMSI Protection,Sophos Limited,
SEL B2071 Upgrade Utility,SEL B2071 Upgrade Utility,"Schweitzer Engineering Laboratories, Inc.",
SEL SysMon Service,SEL SysMon Service,"Schweitzer Engineering Laboratories, Inc.",
AcSELerator QuickSet,AcSELerator QuickSet,"Schweitzer Engineering Laboratories, Inc.",
AcSELerator RTAC Database,AcSELerator RTAC Database,"Schweitzer Engineering Laboratories, Inc.",
pgAgent_PG13 4.2.1,pgAgent_PG13 4.2.1,EnterpriseDB,
SEL® PCI Device Driver Installer,SEL® PCI Device Driver Installer,"Schweitzer Engineering Laboratories, Inc.",
TextPad 8.9,TextPad 8.9,Helios,
FactoryTalk Diagnostics 6.20.00 (CPR 9 SR 12),FactoryTalk Diagnostics 6.20.00 (CPR 9 SR 12),"Rockwell Automation, Inc.",
FactoryTalk Linx 6.20.00 (CPR 9 SR 12.0),FactoryTalk Linx 6.20.00 (CPR 9 SR 12.0),"Rockwell Automation, Inc.",
GigE Performance Driver,GigE Performance Driver,Basler,
FireWire Camera Driver,FireWire Camera Driver,Basler,
Smart Active Parts,Smart Active Parts,OMRON,
OMRON Automation Software Upgrade Utility,OMRON Automation Software Upgrade Utility,OMRON,
ComponentOne Studio for ASP.NET WebForms,ComponentOne Studio for ASP.NET WebForms,"GrapeCity, Inc.",
ComponentOne Studio for WinForms,ComponentOne Studio for WinForms,"GrapeCity, Inc.",
3D Active Button Magic (TRIAL version),3D Active Button Magic (TRIAL version),MultiMedia Soft,
CX-Protocol Version Upgrade Software 2021.01_0401,CX-Protocol Version Upgrade Software 2021.01_0401,OMRON,
Sysmac Studio Version Upgrade Software 2021.01_0101,Sysmac Studio Version Upgrade Software 2021.01_0101,OMRON,
Sysmac Studio,Sysmac Studio,OMRON,
CX-Integrator Version Upgrade Software  2020.04_0401,CX-Integrator Version Upgrade Software  2020.04_0401,OMRON,
Sysmac Studio HMI Manuals Version Upgrade Software 2020.10_0102,Sysmac Studio HMI Manuals Version Upgrade Software 2020.10_0102,OMRON,
NI Merge Modules for SPiiPlus MMI Application Studio 2.28 (x64),NI Merge Modules for SPiiPlus MMI Application Studio 2.28 (x64),ACS Motion Control,
IPMIView,IPMIView,SUPERMICRO,
RayCi64 Device Specific Data CMOS1204-0106RT,RayCi64 Device Specific Data CMOS1204-0106RT,CINOGY,
WPS Office 个人版 (8.1.0.3483),WPS Office 个人版 (8.1.0.3483),Kingsoft Corp.,
PL-2303 USB-to-Serial,PL-2303 USB-to-Serial,Prolific Technology Inc.,
TortoiseSVN 1.9.4.27285 (64 bit),TortoiseSVN 1.9.4.27285 (64 bit),TortoiseSVN,
Pylon .NET Runtime Environment x86,Pylon .NET Runtime Environment x86,Basler,
Pylon .NET Runtime Environment x64,Pylon .NET Runtime Environment x64,Basler,
CamEmu Camera Emulator Transport Layer x64,CamEmu Camera Emulator Transport Layer x64,Basler,
MicroWIN SMART Communications,MicroWIN SMART Communications,Siemens,
fastviewer Remoted Service 3.2,fastviewer Remoted Service 3.2,FastViewer GmbH,
Wazuh Agent,Wazuh Agent,"Wazuh, Inc.",
MSDN Library - Visual Studio 6.0a (Deutsch),MSDN Library - Visual Studio 6.0a (Deutsch),,
CAN_IEC_LIB,CAN_IEC_LIB,,
ComponentOne True DBGrid Pro 7.0,ComponentOne True DBGrid Pro 7.0,,
NI Measurement Studio Common .NET Language Assemblies for the .NET Framework 2.0,NI Measurement Studio Common .NET Language Assemblies for the .NET Framework 2.0,National Instruments,
NI Timing Installer 1.10.0,NI Timing Installer 1.10.0,<no manufacturer>,
NI DAQ Assistant 1.7.0,NI DAQ Assistant 1.7.0,National Instruments,
NI LabVIEW Real-Time Error Dialog,NI LabVIEW Real-Time Error Dialog,National Instruments,
NI Calibration Provider for MAX,NI Calibration Provider for MAX,National Instruments,
NI LabVIEW Run-Time Engine 7.1.1,NI LabVIEW Run-Time Engine 7.1.1,National Instruments,
Araxis Merge 2001 v6.0 Professional,Araxis Merge 2001 v6.0 Professional,Araxis,
