scale,caption,vendor,brief
10,CONTEC API-DIO(WDM) Ver5.40 (Develop),CONTEC,CONTEC API-DIO(WDM) Ver5.40 (Develop) is a software designed for OT/ICS.
8,RICOH Active Monitor -Standard- For FB13,RICOH,RICOH Active Monitor -Standard- For FB13 is a software designed for monitoring and controlling industrial automation systems.
10,GX Developer,,GX Developer is a software designed for programming and controlling Mitsubishi PLCs and HMIs.
3,AWS PV Drivers,Amazon Web Services,AWS PV Drivers is a software for connecting virtual machines to physical hardware
7,McAfee ePolicy Orchestrator,"McAfee, Inc.",McAfee ePolicy Orchestrator is a security management software for OT/ICS networks.
7,NetTime,Mark Griffiths,NetTime is an industrial time synchronization software for OT/ICS systems.
3,TouchFree,Ultraleap Inc.,TouchFree is a gesture-based control software for interactive displays.
3,PuTTY release 0.76 (64-bit),Simon Tatham,"PuTTY is a free and open-source terminal emulator, serial console and network file transfer application"
8,Trend Micro Management Infrastructure,,Trend Micro Management Infrastructure is a security solution for OT/ICS networks.
2,7-Zip 9.20 (x64 edition),Igor Pavlov,7-Zip is a file archiver with a high compression ratio
10,NI Logos64 XT Support,National Instruments,NI Logos64 XT Support is a software designed for OT/ICS to provide real-time monitoring and control of industrial systems.
10,GenICam v2.4,GenICam Standard Committee,GenICam v2.4 is a software designed for OT/ICS to provide a generic programming interface for machine vision cameras.
10,National Instruments Software,National Instruments,"National Instruments Software is a suite of software tools for designing, configuring, and programming industrial control systems."
8,OPSL GUI,Coherent Inc.,OPSL GUI is a software designed for monitoring and controlling OT/ICS systems.
10,NI Logos 5.3.0,National Instruments,NI Logos 5.3.0 is a software designed for OT/ICS applications.
8,NI LabVIEW Run-Time Engine 6.0,National Instruments,NI LabVIEW Run-Time Engine 6.0 is a software for creating and running applications developed with LabVIEW
10,NI-RPC 4.2.2f0,National Instruments,NI-RPC 4.2.2f0 is a software designed for remote programming of OT/ICS systems.
10,NI-VISA Runtime 5.1.0,National Instruments,NI-VISA Runtime 5.1.0 is a software designed for communication with instruments and devices in OT/ICS systems
7,Vulkan Run Time Libraries 1.0.65.1,"LunarG, Inc.",Vulkan Run Time Libraries 1.0.65.1 is a software designed for OT/ICS to provide high-efficiency access to graphics and compute on modern GPUs.
10,NI-ORB 14.1,National Instruments,NI-ORB 14.1 is a software designed for OT/ICS to monitor and control industrial processes
10,NI-PAL 14.0 Error Files,National Instruments,NI-PAL 14.0 Error Files is a software designed for OT/ICS to detect and diagnose errors in industrial control systems.
9,NI-QPXI 1.0.0,National Instruments,NI-QPXI 1.0.0 is a software designed for industrial control systems to monitor and control processes.
10,OpenEnterprise Graphics,Emerson,OpenEnterprise Graphics is an industrial automation software designed for OT/ICS applications.
9,WinCollect,IBM,WinCollect is an agent-based data collection and analysis software for OT/ICS networks.
2,Symantec Endpoint Protection,Symantec Corporation,Symantec Endpoint Protection is an antivirus and security software suite.
8,LINX QS Driver Package V1.0,"Linx Technologies, Inc.",LINX QS Driver Package V1.0 is designed for OT/ICS to provide communication between devices and applications.
9,MeterLink 1.90.037,"Micro Motion, Inc.",MeterLink 1.90.037 is a software designed for monitoring and controlling industrial processes
8,SolarWinds Agent 2023.1.196.0,"SolarWinds Worldwide, LLC.",SolarWinds Agent 2023.1.196.0 is a monitoring and management software for OT/ICS systems.
3,SAP Interactive Excel,SAP SE,SAP Interactive Excel is a spreadsheet-based application for data analysis and reporting.
10,NI MSI Properties,National Instruments,NI MSI Properties is a software designed for configuring and managing National Instruments hardware and software for OT/ICS applications.
9,Freewave Tool Suite,FreeWave Technologies,"Freewave Tool Suite is a software designed for OT/ICS to enable secure, reliable, and cost-effective wireless communication."
8,ALM Client Launcher 4.0,Micro Focus International plc,ALM Client Launcher 4.0 is a software designed for managing and monitoring OT/ICS systems
8,CodeMeter Runtime Kit v7.30,WIBU-SYSTEMS AG,"CodeMeter Runtime Kit v7.30 is a software designed for OT/ICS to protect, license, and manage software applications."
10,RSLogix 5000 Module Profile Setup Utility,"Rockwell Automation, Inc.",RSLogix 5000 Module Profile Setup Utility is a software designed for configuring and managing Rockwell Automation's Logix5000 controllers.
10,Buerkert GmbH Co. 1734 Discrete Module Profiles,Buerkert GmbH Co. KG.,Buerkert GmbH Co. 1734 Discrete Module Profiles is a software designed for OT/ICS to control and monitor industrial processes.
10,Endress+Hauser EtherNet/IP Comm Module Profiles,"Endress+Hauser, Inc.",Endress+Hauser EtherNet/IP Comm Module Profiles is designed for OT/ICS to enable communication between devices and controllers.
10,RSLogix 5000 Module Profile Core EDS Support,"Rockwell Automation, Inc.",RSLogix 5000 Module Profile Core EDS Support is a software designed for programming and configuring industrial control systems.
10,"Rockwell Automation 1738 Discrete Module Profile, DeviceLogix","Rockwell Automation, Inc.","Rockwell Automation 1738 Discrete Module Profile, DeviceLogix is an industrial control system software for monitoring and controlling industrial processes."
10,Rockwell Automation E1 Plus Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation E1 Plus Module Profiles is a software designed for OT/ICS to configure and monitor industrial automation systems.
10,Rockwell Automation 5069 Analog Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 5069 Analog Module Profiles is designed for OT/ICS to provide analog input/output control and monitoring.
10,Rockwell Automation 1715 Ethernet Adapter Module Profile,"Rockwell Automation, Inc.",Rockwell Automation 1715 Ethernet Adapter Module Profile is designed for industrial control systems (ICS) and operational technology (OT).
10,Rockwell Automation PowerFlex CIP Motion Drive Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation PowerFlex CIP Motion Drive Module Profiles is a software designed for OT/ICS to control motion drives.
10,Rockwell Automation ControlLogix 5580 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation ControlLogix 5580 Module Profiles is an industrial control system software for monitoring and controlling industrial processes.
10,RSLogix Project Migrator,Rockwell Software,RSLogix Project Migrator is a software designed for migrating Rockwell Automation Logix projects between different versions of RSLogix.
10,Molex Corporation 1769 Comm Modbus Module Profiles,Molex Corporation,Molex Corporation 1769 Comm Modbus Module Profiles is designed for OT/ICS to enable communication between devices.
10,RSLogix 5000 v17.01.00 (CPR 9 SR 1),"Rockwell Automation, Inc.",RSLogix 5000 v17.01.00 is a software designed for programming and configuring Rockwell Automation's Logix5000 family of programmable logic controllers (PLCs).
10,Rockwell Automation Drives PowerFlex 7 2 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Drives PowerFlex 7 2 Module Profiles is designed for industrial control systems and operational technology.
10,Dialight EtherNet/IP Module Profiles,Dialight,Dialight EtherNet/IP Module Profiles is designed for OT/ICS to provide secure and reliable communication between devices.
9,Cognex 1756 Comm Module Profiles,Cognex Corp,Cognex 1756 Comm Module Profiles is a software designed for OT/ICS to enable communication between devices.
10,FLIR Systems EtherNet/IP Specialty Module Profiles,FLIR Systems Corporation,FLIR Systems EtherNet/IP Specialty Module Profiles is designed for OT/ICS to enable communication between EtherNet/IP devices and controllers.
10,FANUC CNC EtherNet/IP Specialty Module Profiles,"Rockwell Automation, Inc.",FANUC CNC EtherNet/IP Specialty Module Profiles is designed for OT/ICS to enable communication between FANUC CNCs and Rockwell Automation controllers.
10,FactoryTalk Alarms and Events 6.11.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk Alarms and Events 6.11.00 is an industrial control system software for monitoring and managing alarms and events.
10,FactoryTalk Services Platform 6.11.00 (CPR 9 SR 11),"Rockwell Automation, Inc.","FactoryTalk Services Platform 6.11.00 (CPR 9 SR 11) is a software designed for OT/ICS from Rockwell Automation, Inc."
10,Rockwell DLR Tool,Rockwell Automation,Rockwell DLR Tool is a software designed for monitoring and controlling industrial automation systems.
10,Rockwell Automation 1719 Discrete Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 1719 Discrete Module Profiles is a software designed for OT/ICS to control and monitor industrial automation systems.
10,Rockwell Automation Catalog Services,"Rockwell Automation, Inc.",Rockwell Automation Catalog Services is an industrial control system software for managing and configuring automation devices.
10,Rockwell Automation 1732 EtherNet Safety Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 1732 EtherNet Safety Module Profiles is designed for OT/ICS to provide safety-rated Ethernet communication.
10,ControlFLASH,"Rockwell Automation, Inc.",ControlFLASH is a software designed for programming and configuring Rockwell Automation controllers and devices for OT/ICS applications.
10,Rockwell Automation Guardmaster safety relay Module Profile,"Rockwell Automation, Inc.",Rockwell Automation Guardmaster safety relay Module Profile is designed for industrial control systems to provide safety-related control functions.
10,Rockwell Automation 2-Port CIP Sync ENetIP Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 2-Port CIP Sync ENetIP Module Profiles is designed for industrial control systems (ICS) and operational technology (OT).
10,Spectrum Controls 1756 Discrete Module Profiles,"Spectrum Controls, Inc.",Spectrum Controls 1756 Discrete Module Profiles is a software designed for OT/ICS to control discrete modules.
8,Itoh Denki 2-Zone Controller Module Profiles,"Itoh Denki, Inc.",Itoh Denki 2-Zone Controller Module Profiles is a software designed for controlling and monitoring industrial processes
10,Rockwell Automation E300 Ethernet Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation E300 Ethernet Module Profiles is designed for industrial control systems (ICS) and operational technology (OT).
10,Rockwell Automation Drives PowerFlex 7 4 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Drives PowerFlex 7 4 Module Profiles is designed for industrial control systems (ICS) and operational technology (OT).
9,Molex Corporation 1756 Comm Module Profiles,Molex Corporation,Molex Corporation 1756 Comm Module Profiles is a software designed for OT/ICS to provide communication between devices.
10,DeviceNet Node Commissioning Tool,Rockwell Software,DeviceNet Node Commissioning Tool is designed for configuring and commissioning of DeviceNet nodes in OT/ICS systems.
10,FactoryTalk ViewPoint ME 11.00.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk ViewPoint ME 11.00.00 is an industrial control system software for monitoring and controlling processes.
10,FactoryTalk View Site Edition Client 11.00.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk View Site Edition Client 11.00.00 is an industrial control system software for monitoring and controlling processes.
10,Rockwell Automation Stratix 5800 26 Port Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Stratix 5800 26 Port Module Profiles is designed for industrial control system (ICS) and operational technology (OT).
10,RSLogix 500 English 9.05.01 (CPR 9),Rockwell Automation Inc,RSLogix 500 English 9.05.01 (CPR 9) is an industrial control system software for programming and configuring Allen-Bradley PLCs.
