scale,caption,vendor,brief
5,SIMATIC S7-GRAPH V5.6 Professional 2017,Siemens AG,SIMATIC S7-GRAPH V5.6 Professional 2017 is an engineering software for programming and configuring SIMATIC S7-1200/1500 controllers
5,CONTEC API-DIO(WDM) Ver5.40 (Develop),CONTEC,CONTEC API-DIO(WDM) Ver5.40 (Develop) is a software designed for OT/ICS.
3,RICOH Active Monitor -Standard- For FB13,RICOH,RICOH Active Monitor -Standard- For FB13 is a software designed for monitoring and managing industrial printing systems
5,GX Developer,,GX Developer is a software designed for programming and controlling Mitsubishi PLCs and HMIs.
2,AWS PV Drivers,Amazon Web Services,AWS PV Drivers is a software for connecting virtual machines to physical hardware
3,McAfee ePolicy Orchestrator,"McAfee, Inc.",McAfee ePolicy Orchestrator is a security management software for OT/ICS networks.
3,NetTime,Mark Griffiths,NetTime is a software for time synchronization of OT/ICS systems
2,TouchFree,Ultraleap Inc.,TouchFree is a gesture-based control software for interactive displays.
2,PuTTY release 0.76 (64-bit),Simon Tatham,"PuTTY is a free and open-source terminal emulator, serial console and network file transfer application"
4,Trend Micro Management Infrastructure,,Trend Micro Management Infrastructure is a security solution for OT/ICS networks.
0,7-Zip 9.20 (x64 edition),Igor Pavlov,7-Zip is a file archiver with a high compression ratio
5,NI Logos64 XT Support,National Instruments,NI Logos64 XT Support is a software designed for OT/ICS to provide real-time monitoring and control of industrial systems.
4,GenICam v2.4,GenICam Standard Committee,GenICam v2.4 is a software designed for industrial automation and machine vision applications.
5,National Instruments Software,National Instruments,National Instruments Software is a suite of software tools for developing and deploying industrial control systems.
4,OPSL GUI,Coherent Inc.,OPS GUI is a software designed for monitoring and controlling OT/ICS systems.
4,NI Logos 5.3.0,National Instruments,NI Logos 5.3.0 is a software designed for programming and controlling industrial automation systems.
5,NI LabVIEW Run-Time Engine 6.0,National Instruments,NI LabVIEW Run-Time Engine 6.0 is a software designed for developing and running applications on OT/ICS systems.
4,NI-RPC 4.2.2f0,National Instruments,NI-RPC 4.2.2f0 is a software designed for remote programming of industrial control systems.
5,NI-VISA Runtime 5.1.0,National Instruments,NI-VISA Runtime 5.1.0 is a software designed for communication with instruments and devices in OT/ICS systems.
3,Vulkan Run Time Libraries 1.0.65.1,"LunarG, Inc.",Vulkan Run Time Libraries 1.0.65.1 is a software designed for 3D graphics applications.
5,NI-ORB 14.1,National Instruments,NI-ORB 14.1 is a software designed for OT/ICS to monitor and control industrial processes.
4,NI-PAL 14.0 Error Files,National Instruments,NI-PAL 14.0 Error Files is a software designed for OT/ICS to detect and diagnose errors.
4,NI-QPXI 1.0.0,National Instruments,NI-QPXI 1.0.0 is a software designed for industrial control systems and operational technology.
5,OpenEnterprise Graphics,Emerson,OpenEnterprise Graphics is an industrial automation software designed for OT/ICS applications.
4,WinCollect,IBM,WinCollect is an agent-based data collection and analysis software for OT/ICS networks.
2,Symantec Endpoint Protection,Symantec Corporation,Symantec Endpoint Protection is an antivirus and security software for computers and servers.
4,LINX QS Driver Package V1.0,"Linx Technologies, Inc.",LINX QS Driver Package V1.0 is designed for OT/ICS to provide communication between devices and applications.
4,MeterLink 1.90.037,"Micro Motion, Inc.",MeterLink 1.90.037 is a software designed for monitoring and controlling industrial processes
3,SolarWinds Agent 2023.1.196.0,"SolarWinds Worldwide, LLC.",SolarWinds Agent 2023.1.196.0 is a monitoring and management software for OT/ICS systems
2,SAP Interactive Excel,SAP SE,SAP Interactive Excel is a spreadsheet-based application for data analysis and reporting.
5,NI MSI Properties,National Instruments,NI MSI Properties is a software designed for configuring and managing National Instruments hardware devices in OT/ICS systems.
5,Freewave Tool Suite,FreeWave Technologies,"Freewave Tool Suite is a software designed for OT/ICS to enable secure, reliable, and cost-effective wireless communication."
4,ALM Client Launcher 4.0,Micro Focus International plc,ALM Client Launcher 4.0 is a software designed for managing and monitoring OT/ICS systems
4,CodeMeter Runtime Kit v7.30,WIBU-SYSTEMS AG,"CodeMeter Runtime Kit v7.30 is designed for secure licensing, copy protection, and secure software updates for OT/ICS systems."
5,RSLogix 5000 Module Profile Setup Utility,"Rockwell Automation, Inc.",RSLogix 5000 Module Profile Setup Utility is a software designed for configuring and managing Rockwell Automation's Logix5000 controllers.
4,Buerkert GmbH Co. 1734 Discrete Module Profiles,Buerkert GmbH Co. KG.,Buerkert GmbH Co. 1734 Discrete Module Profiles is a software designed for OT/ICS to control and monitor industrial processes.
5,Endress+Hauser EtherNet/IP Comm Module Profiles,"Endress+Hauser, Inc.",Endress+Hauser EtherNet/IP Comm Module Profiles is designed for OT/ICS to enable communication between devices on an EtherNet/IP network.
5,RSLogix 5000 Module Profile Core EDS Support,"Rockwell Automation, Inc.",RSLogix 5000 Module Profile Core EDS Support is a software designed for programming and configuring industrial control systems.
5,"Rockwell Automation 1738 Discrete Module Profile, DeviceLogix","Rockwell Automation, Inc.","Rockwell Automation 1738 Discrete Module Profile, DeviceLogix is a software designed for OT/ICS to control and monitor industrial automation systems."
5,Rockwell Automation E1 Plus Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation E1 Plus Module Profiles is a software designed for OT/ICS to configure and monitor industrial automation systems.
5,Rockwell Automation 5069 Analog Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 5069 Analog Module Profiles is designed for OT/ICS to provide analog input/output control and monitoring.
5,Rockwell Automation 1715 Ethernet Adapter Module Profile,"Rockwell Automation, Inc.",Rockwell Automation 1715 Ethernet Adapter Module Profile is designed for OT/ICS to enable communication between devices on an EtherNet/IP network.
5,Rockwell Automation PowerFlex CIP Motion Drive Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation PowerFlex CIP Motion Drive Module Profiles is designed for industrial control systems to provide motion control capabilities.
5,Rockwell Automation ControlLogix 5580 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation ControlLogix 5580 Module Profiles is an industrial control system software for monitoring and controlling industrial processes.
5,RSLogix Project Migrator,Rockwell Software,RSLogix Project Migrator is a software designed for migrating Rockwell Automation Logix projects between different versions of RSLogix.
4,Molex Corporation 1769 Comm Modbus Module Profiles,Molex Corporation,Molex Corporation 1769 Comm Modbus Module Profiles is designed for industrial control systems to enable communication between devices.
5,RSLogix 5000 v17.01.00 (CPR 9 SR 1),"Rockwell Automation, Inc.",RSLogix 5000 v17.01.00 is a software designed for programming and configuring Rockwell Automation's Logix5000 family of programmable logic controllers (PLCs).
5,Rockwell Automation Drives PowerFlex 7 2 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Drives PowerFlex 7 2 Module Profiles is designed for industrial control systems and operational technology.
5,Dialight EtherNet/IP Module Profiles,Dialight,Dialight EtherNet/IP Module Profiles is designed for OT/ICS to provide secure and reliable communication between devices.
4,Cognex 1756 Comm Module Profiles,Cognex Corp,Cognex 1756 Comm Module Profiles is a software designed for OT/ICS to enable communication between devices.
5,FLIR Systems EtherNet/IP Specialty Module Profiles,FLIR Systems Corporation,FLIR Systems EtherNet/IP Specialty Module Profiles is designed for OT/ICS to enable communication between EtherNet/IP devices and controllers.
4,FANUC CNC EtherNet/IP Specialty Module Profiles,"Rockwell Automation, Inc.",FANUC CNC EtherNet/IP Specialty Module Profiles is designed for industrial control systems to enable communication between FANUC CNCs and Rockwell Automation devices.
5,FactoryTalk Alarms and Events 6.11.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk Alarms and Events 6.11.00 is an OT/ICS software for monitoring and managing alarms and events in industrial automation systems.
5,FactoryTalk Services Platform 6.11.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk Services Platform 6.11.00 is an industrial automation software designed for OT/ICS.
5,Rockwell DLR Tool,Rockwell Automation,Rockwell DLR Tool is a software designed for monitoring and diagnosing industrial networks.
5,Rockwell Automation 1719 Discrete Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 1719 Discrete Module Profiles is designed for OT/ICS to control and monitor industrial processes.
5,Rockwell Automation Catalog Services,"Rockwell Automation, Inc.",Rockwell Automation Catalog Services is an industrial control system software for managing and configuring automation devices.
5,Rockwell Automation 1732 EtherNet Safety Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 1732 EtherNet Safety Module Profiles is designed for OT/ICS to provide safety-rated Ethernet communication.
5,ControlFLASH,"Rockwell Automation, Inc.",ControlFLASH is a software designed for programming and configuring Rockwell Automation controllers and devices for OT/ICS applications.
5,Rockwell Automation Guardmaster safety relay Module Profile,"Rockwell Automation, Inc.",Rockwell Automation Guardmaster safety relay Module Profile is designed for industrial control systems to provide safety-related control functions.
5,Rockwell Automation 2-Port CIP Sync ENetIP Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 2-Port CIP Sync ENetIP Module Profiles is designed for industrial control systems to enable communication between devices.
5,Spectrum Controls 1756 Discrete Module Profiles,"Spectrum Controls, Inc.",Spectrum Controls 1756 Discrete Module Profiles is a software designed for OT/ICS to control discrete modules.
4,Itoh Denki 2-Zone Controller Module Profiles,"Itoh Denki, Inc.",Itoh Denki 2-Zone Controller Module Profiles is a software designed for controlling and monitoring industrial processes.
5,Rockwell Automation E300 Ethernet Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation E300 Ethernet Module Profiles is designed for industrial control systems (ICS) and operational technology (OT).
5,Rockwell Automation Drives PowerFlex 7 4 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Drives PowerFlex 7 4 Module Profiles is designed for industrial control systems and operational technology.
4,Molex Corporation 1756 Comm Module Profiles,Molex Corporation,Molex Corporation 1756 Comm Module Profiles is a software designed for OT/ICS to enable communication between devices.
5,DeviceNet Node Commissioning Tool,Rockwell Software,DeviceNet Node Commissioning Tool is designed for configuring and commissioning Rockwell Automation DeviceNet nodes.
5,FactoryTalk ViewPoint ME 11.00.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk ViewPoint ME 11.00.00 is an industrial control system software for monitoring and controlling industrial processes.
5,FactoryTalk View Site Edition Client 11.00.00 (CPR 9 SR 11),"Rockwell Automation, Inc.",FactoryTalk View Site Edition Client 11.00.00 is an industrial control system software for monitoring and controlling processes.
5,Rockwell Automation Stratix 5800 26 Port Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Stratix 5800 26 Port Module Profiles is designed for industrial control systems (ICS) and operational technology (OT).
5,RSLogix 500 English 9.05.01 (CPR 9),Rockwell Automation Inc,RSLogix 500 English 9.05.01 (CPR 9) is a software designed for programming and monitoring of industrial control systems.
